country,province_state,date,confirmed_day
Brunei,,2020-01-30,0
Bulgaria,,2020-01-30,0
"Burkina Faso",,2020-01-30,0
"Cabo Verde",,2020-01-30,0
Cambodia,,2020-01-30,0
Cameroon,,2020-01-30,0
Canada,Alberta,2020-01-30,0
Canada,"British Columbia",2020-01-30,0
Canada,"Grand Princess",2020-01-30,0
Canada,Manitoba,2020-01-30,0
Canada,"New Brunswick",2020-01-30,0
Canada,"Newfoundland and Labrador",2020-01-30,0
Canada,"Nova Scotia",2020-01-30,0
Canada,Ontario,2020-01-30,0
Canada,"Prince Edward Island",2020-01-30,0
Canada,Quebec,2020-01-30,0
Canada,Saskatchewan,2020-01-30,0
"Central African Republic",,2020-01-30,0
Chad,,2020-01-30,0
Chile,,2020-01-30,0
China,Anhui,2020-01-30,48
China,Beijing,2020-01-30,3
China,Chongqing,2020-01-30,35
China,Fujian,2020-01-30,17
China,Gansu,2020-01-30,2
China,Guangdong,2020-01-30,77
China,Guangxi,2020-01-30,20
China,Guizhou,2020-01-30,3
China,Hainan,2020-01-30,3
China,Hebei,2020-01-30,17
China,Heilongjiang,2020-01-30,6
China,Henan,2020-01-30,72
China,"Hong Kong",2020-01-30,0
China,Hubei,2020-01-30,1349
China,Hunan,2020-01-30,56
China,"Inner Mongolia",2020-01-30,3
China,Jiangsu,2020-01-30,30
China,Jiangxi,2020-01-30,53
China,Jilin,2020-01-30,5
China,Liaoning,2020-01-30,2
China,Macau,2020-01-30,0
China,Ningxia,2020-01-30,5
China,Qinghai,2020-01-30,2
China,Shaanxi,2020-01-30,7
China,Shandong,2020-01-30,28
China,Shanghai,2020-01-30,16
China,Shanxi,2020-01-30,8
China,Sichuan,2020-01-30,34
China,Tianjin,2020-01-30,4
China,Tibet,2020-01-30,1
China,Xinjiang,2020-01-30,1
China,Yunnan,2020-01-30,15
China,Zhejiang,2020-01-30,132
Colombia,,2020-01-30,0
"Congo (Brazzaville)",,2020-01-30,0
"Congo (Kinshasa)",,2020-01-30,0
"Costa Rica",,2020-01-30,0
"Cote d'Ivoire",,2020-01-30,0
Croatia,,2020-01-30,0
"Diamond Princess",,2020-01-30,0
Cuba,,2020-01-30,0
Cyprus,,2020-01-30,0
Czechia,,2020-01-30,0
Denmark,"Faroe Islands",2020-01-30,0
Denmark,Greenland,2020-01-30,0
Denmark,,2020-01-30,0
Djibouti,,2020-01-30,0
"Dominican Republic",,2020-01-30,0
Ecuador,,2020-01-30,0
Egypt,,2020-01-30,0
"El Salvador",,2020-01-30,0
"Equatorial Guinea",,2020-01-30,0
Eritrea,,2020-01-30,0
Estonia,,2020-01-30,0
Eswatini,,2020-01-30,0
Ethiopia,,2020-01-30,0
Fiji,,2020-01-30,0
Finland,,2020-01-30,0
France,"French Guiana",2020-01-30,0
France,"French Polynesia",2020-01-30,0
France,Guadeloupe,2020-01-30,0
France,Mayotte,2020-01-30,0
France,"New Caledonia",2020-01-30,0
France,Reunion,2020-01-30,0
France,"Saint Barthelemy",2020-01-30,0
France,"St Martin",2020-01-30,0
France,Martinique,2020-01-30,0
France,,2020-01-30,0
Gabon,,2020-01-30,0
Gambia,,2020-01-30,0
Georgia,,2020-01-30,0
Germany,,2020-01-30,0
Ghana,,2020-01-30,0
Greece,,2020-01-30,0
Guatemala,,2020-01-30,0
Guinea,,2020-01-30,0
Guyana,,2020-01-30,0
Haiti,,2020-01-30,0
"Holy See",,2020-01-30,0
Honduras,,2020-01-30,0
Hungary,,2020-01-30,0
Iceland,,2020-01-30,0
India,,2020-01-30,1
Indonesia,,2020-01-30,0
Iran,,2020-01-30,0
Iraq,,2020-01-30,0
Ireland,,2020-01-30,0
Israel,,2020-01-30,0
Italy,,2020-01-30,0
Jamaica,,2020-01-30,0
Japan,,2020-01-30,4
Jordan,,2020-01-30,0
Kazakhstan,,2020-01-30,0
Kenya,,2020-01-30,0
"Korea, South",,2020-01-30,0
Kuwait,,2020-01-30,0
Kyrgyzstan,,2020-01-30,0
Latvia,,2020-01-30,0
Lebanon,,2020-01-30,0
Liberia,,2020-01-30,0
Liechtenstein,,2020-01-30,0
Lithuania,,2020-01-30,0
Luxembourg,,2020-01-30,0
Madagascar,,2020-01-30,0
Malaysia,,2020-01-30,1
Maldives,,2020-01-30,0
Malta,,2020-01-30,0
Mauritania,,2020-01-30,0
Mauritius,,2020-01-30,0
Mexico,,2020-01-30,0
Moldova,,2020-01-30,0
Monaco,,2020-01-30,0
Mongolia,,2020-01-30,0
Montenegro,,2020-01-30,0
Morocco,,2020-01-30,0
Namibia,,2020-01-30,0
Nepal,,2020-01-30,0
Netherlands,Aruba,2020-01-30,0
Netherlands,Curacao,2020-01-30,0
Netherlands,"Sint Maarten",2020-01-30,0
Netherlands,,2020-01-30,0
"New Zealand",,2020-01-30,0
Nicaragua,,2020-01-30,0
Niger,,2020-01-30,0
Nigeria,,2020-01-30,0
"North Macedonia",,2020-01-30,0
Norway,,2020-01-30,0
Oman,,2020-01-30,0
Pakistan,,2020-01-30,0
Panama,,2020-01-30,0
"Papua New Guinea",,2020-01-30,0
Paraguay,,2020-01-30,0
Peru,,2020-01-30,0
Philippines,,2020-01-30,1
Poland,,2020-01-30,0
Portugal,,2020-01-30,0
Qatar,,2020-01-30,0
Romania,,2020-01-30,0
Russia,,2020-01-30,0
Rwanda,,2020-01-30,0
"Saint Lucia",,2020-01-30,0
"Saint Vincent and the Grenadines",,2020-01-30,0
"San Marino",,2020-01-30,0
"Saudi Arabia",,2020-01-30,0
Senegal,,2020-01-30,0
Serbia,,2020-01-30,0
Seychelles,,2020-01-30,0
Singapore,,2020-01-30,3
Slovakia,,2020-01-30,0
Slovenia,,2020-01-30,0
Somalia,,2020-01-30,0
"South Africa",,2020-01-30,0
Spain,,2020-01-30,0
"Sri Lanka",,2020-01-30,0
Sudan,,2020-01-30,0
Suriname,,2020-01-30,0
Sweden,,2020-01-30,0
Switzerland,,2020-01-30,0
Taiwan*,,2020-01-30,1
Tanzania,,2020-01-30,0
Thailand,,2020-01-30,0
Togo,,2020-01-30,0
"Trinidad and Tobago",,2020-01-30,0
Tunisia,,2020-01-30,0
Turkey,,2020-01-30,0
Uganda,,2020-01-30,0
Ukraine,,2020-01-30,0
"United Arab Emirates",,2020-01-30,0
"United Kingdom",Bermuda,2020-01-30,0
"United Kingdom","Cayman Islands",2020-01-30,0
"United Kingdom","Channel Islands",2020-01-30,0
"United Kingdom",Gibraltar,2020-01-30,0
"United Kingdom","Isle of Man",2020-01-30,0
"United Kingdom",Montserrat,2020-01-30,0
"United Kingdom",,2020-01-30,0
Uruguay,,2020-01-30,0
US,,2020-01-30,0
Uzbekistan,,2020-01-30,0
Venezuela,,2020-01-30,0
Vietnam,,2020-01-30,0
Zambia,,2020-01-30,0
Zimbabwe,,2020-01-30,0
Canada,"Diamond Princess",2020-01-30,0
Dominica,,2020-01-30,0
Grenada,,2020-01-30,0
Mozambique,,2020-01-30,0
Syria,,2020-01-30,0
Timor-Leste,,2020-01-30,0
Belize,,2020-01-30,0
Canada,Recovered,2020-01-30,0
Laos,,2020-01-30,0
Libya,,2020-01-30,0
"West Bank and Gaza",,2020-01-30,0
Guinea-Bissau,,2020-01-30,0
Mali,,2020-01-30,0
"Saint Kitts and Nevis",,2020-01-30,0
Canada,"Northwest Territories",2020-01-30,0
Canada,Yukon,2020-01-30,0
Kosovo,,2020-01-30,0
Burma,,2020-01-30,0
"United Kingdom",Anguilla,2020-01-30,0
"United Kingdom","British Virgin Islands",2020-01-30,0
"United Kingdom","Turks and Caicos Islands",2020-01-30,0
"MS Zaandam",,2020-01-30,0
Botswana,,2020-01-30,0
Afghanistan,,2020-01-31,0
Albania,,2020-01-31,0
Algeria,,2020-01-31,0
Andorra,,2020-01-31,0
Angola,,2020-01-31,0
"Antigua and Barbuda",,2020-01-31,0
Argentina,,2020-01-31,0
Armenia,,2020-01-31,0
Australia,"Australian Capital Territory",2020-01-31,0
Australia,"New South Wales",2020-01-31,0
Australia,"Northern Territory",2020-01-31,0
Australia,Queensland,2020-01-31,-1
Australia,"South Australia",2020-01-31,0
Australia,Tasmania,2020-01-31,0
Australia,Victoria,2020-01-31,1
Australia,"Western Australia",2020-01-31,0
Austria,,2020-01-31,0
Azerbaijan,,2020-01-31,0
Bahamas,,2020-01-31,0
Bahrain,,2020-01-31,0
Bangladesh,,2020-01-31,0
Barbados,,2020-01-31,0
Belarus,,2020-01-31,0
Belgium,,2020-01-31,0
Benin,,2020-01-31,0
Bhutan,,2020-01-31,0
Bolivia,,2020-01-31,0
"Bosnia and Herzegovina",,2020-01-31,0
Brazil,,2020-01-31,0
Brunei,,2020-01-31,0
Bulgaria,,2020-01-31,0
"Burkina Faso",,2020-01-31,0
"Cabo Verde",,2020-01-31,0
Cambodia,,2020-01-31,0
Cameroon,,2020-01-31,0
Canada,Alberta,2020-01-31,0
Canada,"British Columbia",2020-01-31,0
Canada,"Grand Princess",2020-01-31,0
Canada,Manitoba,2020-01-31,0
Canada,"New Brunswick",2020-01-31,0
Canada,"Newfoundland and Labrador",2020-01-31,0
Canada,"Nova Scotia",2020-01-31,0
Canada,Ontario,2020-01-31,2
Canada,"Prince Edward Island",2020-01-31,0
Canada,Quebec,2020-01-31,0
Canada,Saskatchewan,2020-01-31,0
"Central African Republic",,2020-01-31,0
Chad,,2020-01-31,0
Chile,,2020-01-31,0
China,Anhui,2020-01-31,37
China,Beijing,2020-01-31,25
China,Chongqing,2020-01-31,29
China,Fujian,2020-01-31,19
China,Gansu,2020-01-31,3
China,Guangdong,2020-01-31,82
China,Guangxi,2020-01-31,9
China,Guizhou,2020-01-31,17
China,Hainan,2020-01-31,6
China,Hebei,2020-01-31,17
China,Heilongjiang,2020-01-31,15
China,Henan,2020-01-31,74
China,"Hong Kong",2020-01-31,2
China,Hubei,2020-01-31,903
China,Hunan,2020-01-31,55
China,"Inner Mongolia",2020-01-31,1
China,Jiangsu,2020-01-31,39
China,Jiangxi,2020-01-31,78
China,Jilin,2020-01-31,0
China,Liaoning,2020-01-31,7
China,Macau,2020-01-31,0
China,Ningxia,2020-01-31,4
China,Qinghai,2020-01-31,0
China,Shaanxi,2020-01-31,24
China,Shandong,2020-01-31,26
China,Shanghai,2020-01-31,23
China,Shanxi,2020-01-31,4
China,Sichuan,2020-01-31,35
China,Tianjin,2020-01-31,1
China,Tibet,2020-01-31,0
China,Xinjiang,2020-01-31,3
China,Yunnan,2020-01-31,13
China,Zhejiang,2020-01-31,110
Colombia,,2020-01-31,0
"Congo (Brazzaville)",,2020-01-31,0
"Congo (Kinshasa)",,2020-01-31,0
"Costa Rica",,2020-01-31,0
"Cote d'Ivoire",,2020-01-31,0
Croatia,,2020-01-31,0
"Diamond Princess",,2020-01-31,0
Cuba,,2020-01-31,0
Cyprus,,2020-01-31,0
Czechia,,2020-01-31,0
Denmark,"Faroe Islands",2020-01-31,0
Denmark,Greenland,2020-01-31,0
Denmark,,2020-01-31,0
Djibouti,,2020-01-31,0
"Dominican Republic",,2020-01-31,0
Ecuador,,2020-01-31,0
Egypt,,2020-01-31,0
"El Salvador",,2020-01-31,0
"Equatorial Guinea",,2020-01-31,0
Eritrea,,2020-01-31,0
Estonia,,2020-01-31,0
Eswatini,,2020-01-31,0
Ethiopia,,2020-01-31,0
Fiji,,2020-01-31,0
Finland,,2020-01-31,0
France,"French Guiana",2020-01-31,0
France,"French Polynesia",2020-01-31,0
France,Guadeloupe,2020-01-31,0
France,Mayotte,2020-01-31,0
France,"New Caledonia",2020-01-31,0
France,Reunion,2020-01-31,0
France,"Saint Barthelemy",2020-01-31,0
France,"St Martin",2020-01-31,0
France,Martinique,2020-01-31,0
France,,2020-01-31,0
Gabon,,2020-01-31,0
Gambia,,2020-01-31,0
Georgia,,2020-01-31,0
Germany,,2020-01-31,1
Ghana,,2020-01-31,0
Greece,,2020-01-31,0
Guatemala,,2020-01-31,0
Guinea,,2020-01-31,0
Guyana,,2020-01-31,0
Haiti,,2020-01-31,0
"Holy See",,2020-01-31,0
Honduras,,2020-01-31,0
Hungary,,2020-01-31,0
Iceland,,2020-01-31,0
India,,2020-01-31,0
Indonesia,,2020-01-31,0
Iran,,2020-01-31,0
Iraq,,2020-01-31,0
Ireland,,2020-01-31,0
Israel,,2020-01-31,0
Italy,,2020-01-31,2
Jamaica,,2020-01-31,0
Japan,,2020-01-31,4
Jordan,,2020-01-31,0
Kazakhstan,,2020-01-31,0
Kenya,,2020-01-31,0
"Korea, South",,2020-01-31,7
Kuwait,,2020-01-31,0
Kyrgyzstan,,2020-01-31,0
Latvia,,2020-01-31,0
Lebanon,,2020-01-31,0
Liberia,,2020-01-31,0
Liechtenstein,,2020-01-31,0
Lithuania,,2020-01-31,0
Luxembourg,,2020-01-31,0
Madagascar,,2020-01-31,0
Malaysia,,2020-01-31,0
Maldives,,2020-01-31,0
Malta,,2020-01-31,0
Mauritania,,2020-01-31,0
Mauritius,,2020-01-31,0
Mexico,,2020-01-31,0
Moldova,,2020-01-31,0
Monaco,,2020-01-31,0
Mongolia,,2020-01-31,0
Montenegro,,2020-01-31,0
Morocco,,2020-01-31,0
Namibia,,2020-01-31,0
Nepal,,2020-01-31,0
Netherlands,Aruba,2020-01-31,0
Netherlands,Curacao,2020-01-31,0
Netherlands,"Sint Maarten",2020-01-31,0
Netherlands,,2020-01-31,0
"New Zealand",,2020-01-31,0
Nicaragua,,2020-01-31,0
Niger,,2020-01-31,0
Nigeria,,2020-01-31,0
"North Macedonia",,2020-01-31,0
Norway,,2020-01-31,0
Oman,,2020-01-31,0
Pakistan,,2020-01-31,0
Panama,,2020-01-31,0
"Papua New Guinea",,2020-01-31,0
Paraguay,,2020-01-31,0
Peru,,2020-01-31,0
Philippines,,2020-01-31,0
Poland,,2020-01-31,0
Portugal,,2020-01-31,0
Qatar,,2020-01-31,0
Romania,,2020-01-31,0
Russia,,2020-01-31,2
Rwanda,,2020-01-31,0
"Saint Lucia",,2020-01-31,0
"Saint Vincent and the Grenadines",,2020-01-31,0
"San Marino",,2020-01-31,0
"Saudi Arabia",,2020-01-31,0
Senegal,,2020-01-31,0
Serbia,,2020-01-31,0
Seychelles,,2020-01-31,0
Singapore,,2020-01-31,3
Slovakia,,2020-01-31,0
Slovenia,,2020-01-31,0
Somalia,,2020-01-31,0
"South Africa",,2020-01-31,0
Spain,,2020-01-31,0
"Sri Lanka",,2020-01-31,0
Sudan,,2020-01-31,0
Suriname,,2020-01-31,0
Sweden,,2020-01-31,1
Switzerland,,2020-01-31,0
Taiwan*,,2020-01-31,1
Tanzania,,2020-01-31,0
Thailand,,2020-01-31,5
Togo,,2020-01-31,0
"Trinidad and Tobago",,2020-01-31,0
Tunisia,,2020-01-31,0
Turkey,,2020-01-31,0
Uganda,,2020-01-31,0
Ukraine,,2020-01-31,0
"United Arab Emirates",,2020-01-31,0
"United Kingdom",Bermuda,2020-01-31,0
"United Kingdom","Cayman Islands",2020-01-31,0
"United Kingdom","Channel Islands",2020-01-31,0
"United Kingdom",Gibraltar,2020-01-31,0
"United Kingdom","Isle of Man",2020-01-31,0
"United Kingdom",Montserrat,2020-01-31,0
"United Kingdom",,2020-01-31,2
Uruguay,,2020-01-31,0
US,,2020-01-31,2
Uzbekistan,,2020-01-31,0
Venezuela,,2020-01-31,0
Vietnam,,2020-01-31,0
Zambia,,2020-01-31,0
Zimbabwe,,2020-01-31,0
Canada,"Diamond Princess",2020-01-31,0
Dominica,,2020-01-31,0
Grenada,,2020-01-31,0
Mozambique,,2020-01-31,0
Syria,,2020-01-31,0
Timor-Leste,,2020-01-31,0
Belize,,2020-01-31,0
Canada,Recovered,2020-01-31,0
Laos,,2020-01-31,0
Libya,,2020-01-31,0
"West Bank and Gaza",,2020-01-31,0
Guinea-Bissau,,2020-01-31,0
Mali,,2020-01-31,0
"Saint Kitts and Nevis",,2020-01-31,0
Canada,"Northwest Territories",2020-01-31,0
Canada,Yukon,2020-01-31,0
Kosovo,,2020-01-31,0
Burma,,2020-01-31,0
"United Kingdom",Anguilla,2020-01-31,0
"United Kingdom","British Virgin Islands",2020-01-31,0
"United Kingdom","Turks and Caicos Islands",2020-01-31,0
"MS Zaandam",,2020-01-31,0
Botswana,,2020-01-31,0
Afghanistan,,2020-02-01,0
Albania,,2020-02-01,0
Algeria,,2020-02-01,0
Andorra,,2020-02-01,0
Angola,,2020-02-01,0
"Antigua and Barbuda",,2020-02-01,0
Argentina,,2020-02-01,0
Armenia,,2020-02-01,0
Australia,"Australian Capital Territory",2020-02-01,0
Australia,"New South Wales",2020-02-01,0
Australia,"Northern Territory",2020-02-01,0
Australia,Queensland,2020-02-01,1
Australia,"South Australia",2020-02-01,1
Australia,Tasmania,2020-02-01,0
Australia,Victoria,2020-02-01,1
Australia,"Western Australia",2020-02-01,0
Austria,,2020-02-01,0
Azerbaijan,,2020-02-01,0
Bahamas,,2020-02-01,0
Bahrain,,2020-02-01,0
Bangladesh,,2020-02-01,0
Barbados,,2020-02-01,0
Belarus,,2020-02-01,0
Belgium,,2020-02-01,0
Benin,,2020-02-01,0
Bhutan,,2020-02-01,0
Bolivia,,2020-02-01,0
"Bosnia and Herzegovina",,2020-02-01,0
Brazil,,2020-02-01,0
Brunei,,2020-02-01,0
Bulgaria,,2020-02-01,0
"Burkina Faso",,2020-02-01,0
"Cabo Verde",,2020-02-01,0
Cambodia,,2020-02-01,0
Cameroon,,2020-02-01,0
Canada,Alberta,2020-02-01,0
Canada,"British Columbia",2020-02-01,0
Canada,"Grand Princess",2020-02-01,0
Canada,Manitoba,2020-02-01,0
Canada,"New Brunswick",2020-02-01,0
Canada,"Newfoundland and Labrador",2020-02-01,0
Canada,"Nova Scotia",2020-02-01,0
Canada,Ontario,2020-02-01,0
Canada,"Prince Edward Island",2020-02-01,0
Canada,Quebec,2020-02-01,0
Canada,Saskatchewan,2020-02-01,0
"Central African Republic",,2020-02-01,0
Chad,,2020-02-01,0
Chile,,2020-02-01,0
China,Anhui,2020-02-01,60
China,Beijing,2020-02-01,29
China,Chongqing,2020-02-01,36
China,Fujian,2020-02-01,24
China,Gansu,2020-02-01,11
China,Guangdong,2020-02-01,99
China,Guangxi,2020-02-01,13
China,Guizhou,2020-02-01,0
China,Hainan,2020-02-01,10
China,Hebei,2020-02-01,14
China,Heilongjiang,2020-02-01,21
China,Henan,2020-02-01,70
China,"Hong Kong",2020-02-01,1
China,Hubei,2020-02-01,1347
China,Hunan,2020-02-01,57
China,"Inner Mongolia",2020-02-01,3
China,Jiangsu,2020-02-01,34
China,Jiangxi,2020-02-01,46
China,Jilin,2020-02-01,3
China,Liaoning,2020-02-01,16
China,Macau,2020-02-01,0
China,Ningxia,2020-02-01,5
China,Qinghai,2020-02-01,1
China,Shaanxi,2020-02-01,14
China,Shandong,2020-02-01,22
China,Shanghai,2020-02-01,34
China,Shanxi,2020-02-01,8
China,Sichuan,2020-02-01,30
China,Tianjin,2020-02-01,9
China,Tibet,2020-02-01,0
China,Xinjiang,2020-02-01,1
China,Yunnan,2020-02-01,10
China,Zhejiang,2020-02-01,61
Colombia,,2020-02-01,0
"Congo (Brazzaville)",,2020-02-01,0
"Congo (Kinshasa)",,2020-02-01,0
"Costa Rica",,2020-02-01,0
"Cote d'Ivoire",,2020-02-01,0
Croatia,,2020-02-01,0
"Diamond Princess",,2020-02-01,0
Cuba,,2020-02-01,0
Cyprus,,2020-02-01,0
Czechia,,2020-02-01,0
Denmark,"Faroe Islands",2020-02-01,0
Denmark,Greenland,2020-02-01,0
Denmark,,2020-02-01,0
Djibouti,,2020-02-01,0
"Dominican Republic",,2020-02-01,0
Ecuador,,2020-02-01,0
Egypt,,2020-02-01,0
"El Salvador",,2020-02-01,0
"Equatorial Guinea",,2020-02-01,0
Eritrea,,2020-02-01,0
Estonia,,2020-02-01,0
Eswatini,,2020-02-01,0
Ethiopia,,2020-02-01,0
Fiji,,2020-02-01,0
Finland,,2020-02-01,0
France,"French Guiana",2020-02-01,0
France,"French Polynesia",2020-02-01,0
France,Guadeloupe,2020-02-01,0
France,Mayotte,2020-02-01,0
France,"New Caledonia",2020-02-01,0
France,Reunion,2020-02-01,0
France,"Saint Barthelemy",2020-02-01,0
France,"St Martin",2020-02-01,0
France,Martinique,2020-02-01,0
France,,2020-02-01,1
Gabon,,2020-02-01,0
Gambia,,2020-02-01,0
Georgia,,2020-02-01,0
Germany,,2020-02-01,3
Ghana,,2020-02-01,0
Greece,,2020-02-01,0
Guatemala,,2020-02-01,0
Guinea,,2020-02-01,0
Guyana,,2020-02-01,0
Haiti,,2020-02-01,0
"Holy See",,2020-02-01,0
Honduras,,2020-02-01,0
Hungary,,2020-02-01,0
Iceland,,2020-02-01,0
India,,2020-02-01,0
Indonesia,,2020-02-01,0
Iran,,2020-02-01,0
Iraq,,2020-02-01,0
Ireland,,2020-02-01,0
Israel,,2020-02-01,0
Italy,,2020-02-01,0
Jamaica,,2020-02-01,0
Japan,,2020-02-01,5
Jordan,,2020-02-01,0
Kazakhstan,,2020-02-01,0
Kenya,,2020-02-01,0
"Korea, South",,2020-02-01,1
Kuwait,,2020-02-01,0
Kyrgyzstan,,2020-02-01,0
Latvia,,2020-02-01,0
Lebanon,,2020-02-01,0
Liberia,,2020-02-01,0
Liechtenstein,,2020-02-01,0
Lithuania,,2020-02-01,0
Luxembourg,,2020-02-01,0
Madagascar,,2020-02-01,0
Malaysia,,2020-02-01,0
Maldives,,2020-02-01,0
Malta,,2020-02-01,0
Mauritania,,2020-02-01,0
Mauritius,,2020-02-01,0
Mexico,,2020-02-01,0
Moldova,,2020-02-01,0
Monaco,,2020-02-01,0
Mongolia,,2020-02-01,0
Montenegro,,2020-02-01,0
Morocco,,2020-02-01,0
Namibia,,2020-02-01,0
Nepal,,2020-02-01,0
Netherlands,Aruba,2020-02-01,0
Netherlands,Curacao,2020-02-01,0
Netherlands,"Sint Maarten",2020-02-01,0
Netherlands,,2020-02-01,0
"New Zealand",,2020-02-01,0
Nicaragua,,2020-02-01,0
Niger,,2020-02-01,0
Nigeria,,2020-02-01,0
"North Macedonia",,2020-02-01,0
Norway,,2020-02-01,0
Oman,,2020-02-01,0
Pakistan,,2020-02-01,0
Panama,,2020-02-01,0
"Papua New Guinea",,2020-02-01,0
Paraguay,,2020-02-01,0
Peru,,2020-02-01,0
Philippines,,2020-02-01,0
Poland,,2020-02-01,0
Portugal,,2020-02-01,0
Qatar,,2020-02-01,0
Romania,,2020-02-01,0
Russia,,2020-02-01,0
Rwanda,,2020-02-01,0
"Saint Lucia",,2020-02-01,0
"Saint Vincent and the Grenadines",,2020-02-01,0
"San Marino",,2020-02-01,0
"Saudi Arabia",,2020-02-01,0
Senegal,,2020-02-01,0
Serbia,,2020-02-01,0
Seychelles,,2020-02-01,0
Singapore,,2020-02-01,3
Slovakia,,2020-02-01,0
Slovenia,,2020-02-01,0
Somalia,,2020-02-01,0
"South Africa",,2020-02-01,0
Spain,,2020-02-01,1
"Sri Lanka",,2020-02-01,0
Sudan,,2020-02-01,0
Suriname,,2020-02-01,0
Sweden,,2020-02-01,0
Switzerland,,2020-02-01,0
Taiwan*,,2020-02-01,0
Tanzania,,2020-02-01,0
Thailand,,2020-02-01,0
Togo,,2020-02-01,0
"Trinidad and Tobago",,2020-02-01,0
Tunisia,,2020-02-01,0
Turkey,,2020-02-01,0
Uganda,,2020-02-01,0
Ukraine,,2020-02-01,0
"United Arab Emirates",,2020-02-01,0
"United Kingdom",Bermuda,2020-02-01,0
"United Kingdom","Cayman Islands",2020-02-01,0
"United Kingdom","Channel Islands",2020-02-01,0
"United Kingdom",Gibraltar,2020-02-01,0
"United Kingdom","Isle of Man",2020-02-01,0
"United Kingdom",Montserrat,2020-02-01,0
"United Kingdom",,2020-02-01,0
Uruguay,,2020-02-01,0
US,,2020-02-01,1
Uzbekistan,,2020-02-01,0
Venezuela,,2020-02-01,0
Vietnam,,2020-02-01,4
Zambia,,2020-02-01,0
Zimbabwe,,2020-02-01,0
Canada,"Diamond Princess",2020-02-01,0
Dominica,,2020-02-01,0
Grenada,,2020-02-01,0
Mozambique,,2020-02-01,0
Syria,,2020-02-01,0
Timor-Leste,,2020-02-01,0
Belize,,2020-02-01,0
Canada,Recovered,2020-02-01,0
Laos,,2020-02-01,0
Libya,,2020-02-01,0
"West Bank and Gaza",,2020-02-01,0
Guinea-Bissau,,2020-02-01,0
Mali,,2020-02-01,0
"Saint Kitts and Nevis",,2020-02-01,0
Canada,"Northwest Territories",2020-02-01,0
Canada,Yukon,2020-02-01,0
Kosovo,,2020-02-01,0
Burma,,2020-02-01,0
"United Kingdom",Anguilla,2020-02-01,0
"United Kingdom","British Virgin Islands",2020-02-01,0
"United Kingdom","Turks and Caicos Islands",2020-02-01,0
"MS Zaandam",,2020-02-01,0
Botswana,,2020-02-01,0
Afghanistan,,2020-02-02,0
Albania,,2020-02-02,0
Algeria,,2020-02-02,0
Andorra,,2020-02-02,0
Angola,,2020-02-02,0
"Antigua and Barbuda",,2020-02-02,0
Argentina,,2020-02-02,0
Armenia,,2020-02-02,0
Australia,"Australian Capital Territory",2020-02-02,0
Australia,"New South Wales",2020-02-02,0
Australia,"Northern Territory",2020-02-02,0
Australia,Queensland,2020-02-02,-1
Australia,"South Australia",2020-02-02,1
Australia,Tasmania,2020-02-02,0
Australia,Victoria,2020-02-02,0
Australia,"Western Australia",2020-02-02,0
Austria,,2020-02-02,0
Azerbaijan,,2020-02-02,0
Bahamas,,2020-02-02,0
Bahrain,,2020-02-02,0
Bangladesh,,2020-02-02,0
Barbados,,2020-02-02,0
Belarus,,2020-02-02,0
Belgium,,2020-02-02,0
Benin,,2020-02-02,0
Bhutan,,2020-02-02,0
Bolivia,,2020-02-02,0
"Bosnia and Herzegovina",,2020-02-02,0
Brazil,,2020-02-02,0
Brunei,,2020-02-02,0
Bulgaria,,2020-02-02,0
"Burkina Faso",,2020-02-02,0
"Cabo Verde",,2020-02-02,0
Cambodia,,2020-02-02,0
Cameroon,,2020-02-02,0
Canada,Alberta,2020-02-02,0
Canada,"British Columbia",2020-02-02,0
Canada,"Grand Princess",2020-02-02,0
Canada,Manitoba,2020-02-02,0
Canada,"New Brunswick",2020-02-02,0
Canada,"Newfoundland and Labrador",2020-02-02,0
Canada,"Nova Scotia",2020-02-02,0
Canada,Ontario,2020-02-02,0
Canada,"Prince Edward Island",2020-02-02,0
Canada,Quebec,2020-02-02,0
Canada,Saskatchewan,2020-02-02,0
"Central African Republic",,2020-02-02,0
Chad,,2020-02-02,0
Chile,,2020-02-02,0
China,Anhui,2020-02-02,43
China,Beijing,2020-02-02,23
China,Chongqing,2020-02-02,53
China,Fujian,2020-02-02,15
China,Gansu,2020-02-02,11
China,Guangdong,2020-02-02,97
China,Guangxi,2020-02-02,11
China,Guizhou,2020-02-02,9
China,Hainan,2020-02-02,2
China,Hebei,2020-02-02,8
China,Heilongjiang,2020-02-02,15
China,Henan,2020-02-02,71
China,"Hong Kong",2020-02-02,2
China,Hubei,2020-02-02,4024
China,Hunan,2020-02-02,74
China,"Inner Mongolia",2020-02-02,4
China,Jiangsu,2020-02-02,34
China,Jiangxi,2020-02-02,47
China,Jilin,2020-02-02,6
China,Liaoning,2020-02-02,6
China,Macau,2020-02-02,1
China,Ningxia,2020-02-02,2
China,Qinghai,2020-02-02,2
China,Shaanxi,2020-02-02,15
China,Shandong,2020-02-02,24
China,Shanghai,2020-02-02,13
China,Shanxi,2020-02-02,19
China,Sichuan,2020-02-02,24
China,Tianjin,2020-02-02,7
China,Tibet,2020-02-02,0
China,Xinjiang,2020-02-02,3
China,Yunnan,2020-02-02,12
China,Zhejiang,2020-02-02,62
Colombia,,2020-02-02,0
"Congo (Brazzaville)",,2020-02-02,0
"Congo (Kinshasa)",,2020-02-02,0
